GO Categories,Gene Symbol,Normals_NB.MYCN.A_logFC_mean,Normals_NB.MYCN.NA_logFC_mean,Normals_NB.Unknown_logFC_mean,Normals_NB.MYCN.A_PValue_mean,Normals_NB.MYCN.NA_PValue_mean,Normals_NB.Unknown_PValue_mean,Normals_NB.MYCN.A_FDR_mean,Normals_NB.MYCN.NA_FDR_mean,Normals_NB.Unknown_FDR_mean
GO:0035338:long-chain fatty-acyl-CoA biosynthetic process,"ACSL1, ACSL3, ACSL4, ACSL5, ACSL6, ELOVL1, ELOVL2, ELOVL3, ELOVL4, ELOVL5, ELOVL6, ELOVL7, HSD17B12, TECR",-1.241792686,-1.072785889,-0.876464889,0.096273005,0.048006288,0.247084377,0.164695132,0.080594574,0.412107655
GO:0035339:SPOTS complex,"ORMDL1, ORMDL2, ORMDL3, SPTLC1",-0.422464329,-0.187017882,-0.225644936,0.187378194,0.029449813,0.134315583,0.296370415,0.055957993,0.345383118
GO:0035340:inosine transport,"SLC28A2, SLC29A1, SLC29A2, SLC29A3",-0.988675145,-1.263663973,-1.324994,0.144844082,0.000812986,0.082960586,0.223110787,0.002062551,0.181794612
GO:0035344:hypoxanthine transport,"SLC23A3, SLC29A1, SLC29A2, SLC43A3",-0.631992378,-1.228677066,-1.645790806,0.11600257,0.000680881,0.103572338,0.178946507,0.001742889,0.24000391
GO:0035348:acetyl-CoA transmembrane transport,SLC33A1,-0.73371012,-0.928007325,-0.578038208,2.84E-07,2.27E-28,0.05224224,1.66E-06,4.15E-27,0.180069615
GO:0035351:heme transmembrane transport,"ABCB6, ABCC5",0.869074896,0.499077789,-0.238603991,7.66E-06,0.004099934,0.522428575,3.48E-05,0.009759092,0.949218809
GO:0035354:Toll-like receptor 1-Toll-like receptor 2 protein complex,"TLR1, TLR2",-1.307477975,-0.474133703,0.120622165,2.20E-05,0.382567188,0.659536193,9.41E-05,0.40013744,0.946991099
GO:0035355:Toll-like receptor 2-Toll-like receptor 6 protein complex,"TLR2, TLR6",-1.838577745,-1.148979872,-0.756547381,1.52E-05,0.318769837,0.368920774,6.35E-05,0.333333333,0.528996919
GO:0035356:intracellular triglyceride homeostasis,"DGAT2, NR1H4, XBP1",-1.819954566,-2.5794246,-2.498003087,0.002446354,1.53E-12,0.085541481,0.007076133,9.32E-12,0.242235899
GO:0035357:peroxisome proliferator activated receptor signaling pathway,"NCOA2, PPARG, RXRA",-1.443520364,-1.634086369,-1.553147508,5.96E-08,1.67E-08,0.150799365,3.80E-07,7.10E-08,0.169492511
GO:0035359:negative regulation of peroxisome proliferator activated receptor signaling pathway,TWIST1,3.892744829,2.135638408,2.025002648,2.87E-20,1.85E-06,0.000284369,8.45E-19,6.95E-06,0.002663323
GO:0035360:positive regulation of peroxisome proliferator activated receptor signaling pathway,"BMP2, PTGIS",-1.436810312,-1.960526693,-2.087895452,0.004550032,8.53E-13,0.001131831,0.012467791,5.38E-12,0.008095964
GO:0035363:histone locus body,ZC3H8,0.962512486,0.674330466,-0.281865573,1.80E-09,1.53E-08,0.323317073,1.43E-08,6.96E-08,0.708067817
GO:0035364:thymine transport,"SLC29A1, SLC29A2",-0.761380009,-1.534931311,-1.79775289,0.193179733,0.001083965,0.110476246,0.297687921,0.002749999,0.241150027
GO:0035371:microtubule plus-end,"DCTN1, KIF2C, MAPRE1",2.513209468,2.44556983,2.715356895,3.77E-08,1.65E-10,0.000162419,2.37E-07,8.49E-10,0.001331624
GO:0035372:protein localization to microtubule,"KIF20B, MAPRE1, MID2",-0.191487946,-0.365800299,0.222720893,1.39E-08,3.05E-10,2.17E-05,9.22E-08,1.58E-09,0.000288163
GO:0035373:chondroitin sulfate proteoglycan binding,"PTPRF, SEMA5A",-0.433463875,-0.220056922,0.328197308,0.104258783,0.000243713,0.250241405,0.208588498,0.000695097,0.495287126
GO:0035374:chondroitin sulfate binding,"AGRN, IMPG1, PTPRS, RTN4R",0.548912251,0.480826825,0.258140886,0.001785094,5.99E-05,0.042141076,0.005137364,0.000183395,0.131612128
GO:0035375:zymogen binding,DMBT1,-6.622431034,-7.602686079,-7.177704514,1.04E-11,5.44E-62,0.0001505,1.08E-10,5.62E-60,0.001575416
GO:0035377:transepithelial water transport,"AQP1, AQP8, CFTR, SLC5A1",-5.542657721,-5.386252204,-4.964285077,1.45E-09,8.82E-20,0.07463219,1.07E-08,8.92E-19,0.169672945
GO:0035378:carbon dioxide transmembrane transport,"AQP1, RHAG, RHBG, RHCG",-2.308493854,-2.298079041,-1.917586966,0.16347708,0.100873548,0.187093972,0.200048706,0.154501611,0.361747668
GO:0035379:carbon dioxide transmembrane transporter activity,"AQP1, RHAG, RHBG, RHCG",-2.384561132,-2.144055038,-1.535317832,0.1362408,0.086128839,0.256132021,0.166747824,0.1335083,0.468123056
GO:0035381:ATP-gated ion channel activity,P2RX5,0.7365844,-0.77809933,-1.222328728,0.074447322,0.006182096,0.20728137,0.161839354,0.014992349,0.514357708
GO:0035385:Roundabout signaling pathway,"ROBO1, SLIT2, SLIT3",-0.356720729,-0.302079786,-0.072103679,0.037434618,0.133628533,0.121937833,0.07650481,0.215942814,0.325238619
GO:0035397:helper T cell enhancement of adaptive immune response,CD4,-0.899490502,0.143656276,0.492510263,0.006138857,0.520425417,0.306736302,0.017433804,0.778398102,0.682611275
GO:0035403:histone H3T6 kinase activity,PRKCA,0.126782244,0.584615791,0.551749665,0.626940893,0.003209631,0.103203488,0.939173657,0.008152788,0.306315158
GO:0035418:protein localization to synapse,"ASIC2, DLG4, LRRTM1, NLGN1, NLGN2, NPHS1, RELN",-0.41632943,-0.262761824,0.380441193,0.232474957,0.024526486,0.139956791,0.347740307,0.043850832,0.327178307
GO:0035425:autocrine signaling,"CX3CL1, FZD1, S100A9",-2.070301447,-2.225526937,-0.883589398,4.15E-06,3.15E-16,0.31676554,1.90E-05,2.53E-15,0.412079816
GO:0035426:extracellular matrix-cell signaling,"FZD4, LRP5",-0.645004747,-1.080731127,-1.163478631,0.22129453,4.83E-05,0.032757089,0.358671936,0.000150994,0.107845233
GO:0035429:gluconate transmembrane transport,SLC26A7,-3.692981788,-3.867686385,-3.916251954,7.05E-12,2.10E-36,0.000832816,7.53E-11,6.05E-35,0.006454789
GO:0035434:copper ion transmembrane transport,"SLC11A2, SLC31A2, SLC46A3",-1.414110216,-0.850658394,-0.606488409,3.82E-05,0.007006385,0.12478934,0.000149303,0.015419744,0.304590159
GO:0035435:phosphate ion transmembrane transport,"ADAMTS8, ANKH, SLC17A1, SLC17A7, SLC20A2, SLC25A11, SLC34A1, SLC37A1, SLC37A2, SLC37A3, SLC37A4, VDR",-2.080344057,-1.957331363,-2.112450611,0.214050019,0.052562855,0.083839843,0.260665881,0.084052423,0.215968162
GO:0035437:maintenance of protein localization in endoplasmic reticulum,"FKRP, HSPA5, KDELR2",-0.052316169,-0.009265766,-0.094666171,0.605717663,0.23786856,0.435930216,0.881954564,0.370370774,0.813138057
GO:0035441:cell migration involved in vasculogenesis,PDGFRB,0.203170945,-0.212011025,-0.126059253,0.453622174,0.217688852,0.795890319,0.732459092,0.37473175,1
GO:0035444:nickel cation transmembrane transport,SLC11A2,-0.390765534,-0.414406784,-0.341578702,0.00011447,1.39E-09,0.078864043,0.00044791,6.93E-09,0.248726773
GO:0035445:borate transmembrane transport,SLC4A11,-1.231953333,-2.249837206,-0.202837461,0.001467527,3.41E-20,0.842450828,0.004722931,3.69E-19,1
GO:0035455:response to interferon-alpha,"BST2, IFITM1, IFITM3, IFNAR2, LAMP3",-1.057864075,-0.82968608,-1.276559952,0.001295071,0.002524348,0.135396378,0.004029359,0.00604353,0.282570058
GO:0035456:response to interferon-beta,"BST2, IFITM1, IFITM3, IFNAR2, PLSCR1, STAT1",-1.012855222,-0.702314094,-1.138624217,0.001148457,0.089263925,0.13087628,0.003570029,0.116483137,0.268999314
GO:0035457:cellular response to interferon-alpha,"AXL, GAS6, GATA3, IFNAR1",-0.00453325,0.019027893,0.088966444,3.33E-06,1.11E-05,0.035082304,1.55E-05,3.61E-05,0.111702346
GO:0035458:cellular response to interferon-beta,"CAPN2, HTRA2, IFNAR1, IFNAR2, IRF1, NDUFA13, STAT1, TLR3, TREX1",-0.967909187,-0.633980475,-0.461852713,0.013361068,0.238754427,0.143923434,0.02739376,0.302210403,0.336529939
GO:0035459:vesicle cargo loading,"CTAGE1, TMED10, TMED2",-0.922648826,-0.858774876,-0.724627091,0.003551804,0.00033013,0.319742048,0.010011638,0.000902434,0.602451084
GO:0035461:vitamin transmembrane transport,SCARB1,-0.439473762,-0.568188422,-1.367332615,0.18366894,0.037373702,0.044995855,0.35279542,0.078142211,0.160360859
GO:0035469:determination of pancreatic left/right asymmetry,ZIC3,0.313933112,-2.391534053,-6.165319697,0.852945109,0.049278995,0.054347112,1,0.100450912,0.185843133
GO:0035470:positive regulation of vascular wound healing,"CXCR4, FOXC2, XBP1",-0.053652279,-0.389780261,-0.097244102,0.062979597,0.482677975,0.480004083,0.131604603,0.666221385,0.779520551
GO:0035472:choriogonadotropin hormone receptor activity,LHCGR,-2.01161984,-0.459241664,-0.83943521,9.76E-06,0.198177476,0.268236484,4.53E-05,0.345383175,0.622233225
GO:0035473:lipase binding,"APOB, LRPAP1",-1.548236247,-2.720227388,-4.318517981,0.028142048,5.41E-12,0.000364339,0.063378414,3.20E-11,0.003234377
GO:0035483:gastric emptying,NPR2,0.440690853,0.600872352,0.034610305,0.008715208,1.24E-07,0.869370865,0.023983484,5.22E-07,1
GO:0035493:SNARE complex assembly,"SNCA, STX4, VAMP1, VAMP2, VAMP3, VAMP4, VAMP8",-1.029412302,-0.339499066,-0.383051717,0.083954754,0.105854876,0.169266277,0.124206475,0.149877293,0.357050305
GO:0035497:cAMP response element binding,"ATF7, CREB1, CREB3L1, CREB3L2, CREB5, E4F1, HMGA2, JDP2, JUN, NR4A3, TCF12",-0.587490581,-0.56103066,-0.617785463,0.184307497,0.24481528,0.222129204,0.297627712,0.28358382,0.391884418
GO:0035500:MH2 domain binding,HMGA2,-0.253978148,-0.142470429,-0.214074924,0.598152834,0.681779,0.87333701,0.915222574,0.96652077,1
GO:0035501:MH1 domain binding,HMGA2,-0.253978148,-0.142470429,-0.214074924,0.598152834,0.681779,0.87333701,0.915222574,0.96652077,1
GO:0035502:metanephric part of ureteric bud development,"FOXJ1, LHX1, PKD2",-2.189593178,-1.361992307,0.001714033,0.179472602,7.56E-05,0.301882494,0.281865267,0.00022501,0.583924016
GO:0035505:positive regulation of myosin light chain kinase activity,FERMT2,-1.615310656,-1.738572426,-0.995793838,4.84E-15,2.02E-35,0.010516265,7.58E-14,5.48E-34,0.051180073
GO:0035509:negative regulation of myosin-light-chain-phosphatase activity,"IKBKB, NCKAP1L, TNF",-0.660213095,0.047822726,-0.1957797,0.279660865,0.025397405,0.376100802,0.334485183,0.049446869,0.475908222
GO:0035519:protein K29-linked ubiquitination,"RNF167, RNF186",-5.737649113,-5.986276851,-4.634179972,0.00364849,9.05E-09,0.005900784,0.009807087,4.04E-08,0.03159882
GO:0035524:proline transmembrane transport,"SLC1A4, SLC6A7, SLC7A8",-2.655399204,-1.648288752,-2.303939568,0.070483426,6.60E-07,0.006221234,0.132457447,2.47E-06,0.031672024
GO:0035525:NF-kappaB p50/p65 complex,"NFKB1, RELA",-0.246804292,-0.197178335,-0.20658137,0.063069075,0.001150057,0.079764528,0.13137469,0.003023289,0.223595027
GO:0035538:carbohydrate response element binding,MLXIPL,-4.640044798,-4.068560433,-5.827487642,1.31E-12,5.10E-19,6.52E-06,1.53E-11,5.11E-18,0.000109867
GO:0035543:positive regulation of SNARE complex assembly,SNCA,-1.494569437,-0.076385333,0.29099262,9.07E-05,0.746157527,0.606971796,0.000360804,1,1
GO:0035544:negative regulation of SNARE complex assembly,PRRT2,1.426753619,1.674609667,1.007912143,3.54E-05,2.67E-12,0.071977016,0.000150295,1.66E-11,0.231743104
GO:0035545:determination of left/right asymmetry in nervous system,ZIC3,0.313933112,-2.391534053,-6.165319697,0.852945109,0.049278995,0.054347112,1,0.100450912,0.185843133
GO:0035556:intracellular signal transduction,"ADCY10, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADRA1A, ADRA1B, AKAP11, ASB11, ASB5, CD209, CD80, CLEC4M, CSPG4, DCLK1, DGKA, DGKB, DMRT1, ERBB2, FKBP8, GPR155, GUCY2C, HMGA2, HMOX1, HSPB1, IRAK2, IRAK4, ITSN1, KIT, LAT, LAT2, LAX1, LCK, MAST2, MC1R, NFAM1, NFATC1, NOD1, NOTCH2, NR4A3, NRG1, NRG2, NRG3, PAGE4, PAK1, PLXNB1, PPP2CA, PRKCA, PRKD1, PSEN1, PSEN2, RAB40A, RASA2, RELA, RGS6, RIT2, SIRPG, SMAD2, SMAD4, SRC, STK17B, TFRC, TGFA, TGFBR1, TGFBR3, TREM1, TYROBP, ZAP70, ZBTB33",-0.96115335,-0.735432063,-0.674073483,0.127386733,0.091784957,0.180116103,0.196368432,0.129148756,0.342400448
GO:0035563:positive regulation of chromatin binding,"HMBOX1, ZNF618",1.321981849,0.906953335,0.860688053,2.35E-09,1.34E-06,0.024357393,1.77E-08,4.97E-06,0.085344686
GO:0035565:regulation of pronephros size,"HNF1A, HNF1B",-3.03653372,-3.032743956,-4.074948162,3.64E-07,9.60E-17,0.005337036,2.08E-06,8.02E-16,0.026979108
GO:0035566:regulation of metanephros size,"AGTR2, PAX2",-4.860222636,-4.418673875,-2.976032688,3.13E-08,2.85E-09,0.073665443,2.10E-07,1.35E-08,0.220000368
GO:0035567:non-canonical Wnt signaling pathway,"FRZB, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, RYK, SFRP1, SFRP2, SFRP4, SFRP5, TMEM67, WNT4, WNT5A",-0.96870951,-1.323926282,-0.953337801,0.078679623,0.084214335,0.15678665,0.129681136,0.112494531,0.254911674
GO:0035577:azurophil granule membrane,"ABCA13, ATP11B, ATP6V0C, ATP8A1, B4GALT1, BRI3, BST2, C3AR1, CD63, CD68, CKAP4, CMTM6, DDOST, DNAJC5, FPR1, GAA, GLIPR1, LAMP1, LAMP2, LPCAT1, MAGT1, MGST1, NCSTN, NDUFC2, NFAM1, PIGR, PSEN1, SLCO4C1, STOM, SURF4, SYNGR1, TMEM179B, TMEM30A, VAMP1, VAMP8, VAPA, VNN1",-1.052996385,-0.768520888,-0.501983396,0.10614241,0.067836583,0.161797091,0.1606146,0.084583471,0.275660487
GO:0035578:azurophil granule lumen,"ARSA, BPI, C3, CAP1, CTSC, ELANE, GDI2, GNS, GUSB, TOLLIP",-1.080793083,-0.780745718,-0.038156377,0.032604399,0.121081082,0.250861905,0.057197846,0.183570731,0.433239474
GO:0035579:specific granule membrane,"ADAM10, ADAM8, AGPAT2, ANO6, ATP11A, ATP8A1, ATP8B4, BST1, C3AR1, CD177, CD33, CD36, CD47, CD53, CD59, CD93, CHRNB4, CKAP4, CLEC12A, CLEC4D, CLEC5A, CMTM6, CYBA, CYBB, DEGS1, DGAT1, DNAJC5, FCAR, FPR2, GPR84, HGSNAT, HMOX2, HVCN1, ITGAL, ITGAM, ITGAV, ITGB2, LAIR1, LILRA3, MLEC, MMP25, MOSPD2, MS4A3, OLR1, ORMDL3, P2RX1, PGRMC1, PLAU, PLAUR, PTPRB, PTPRJ, SCAMP1, SLC15A4, SLC27A2, SLC2A3, SLC2A5, SLC44A2, SLCO4C1, SNAP23, STOM, TMC6, TMEM30A, TMEM63A, TNFRSF1B, TRPM2, TSPAN14, VAMP1, VAMP8",-1.165274066,-0.701632208,-0.511038778,0.055281709,0.090657823,0.255687746,0.093019399,0.132784705,0.440390837
GO:0035580:specific granule lumen,"B2M, BPI, CANT1, CEP290, ELANE, ERP44, LTF, MMP8, NEU1, NFKB1, OSCAR, QSOX1, TIMP2, TOLLIP",-1.160691289,-0.814343393,0.189244883,0.048816853,0.000727653,0.09559567,0.080717103,0.001744711,0.228183978
GO:0035581:sequestering of extracellular ligand from receptor,CD46,-1.445450598,-1.143339057,-1.178444773,1.16E-18,1.10E-26,0.001126487,2.80E-17,1.82E-25,0.008287504
GO:0035582:sequestering of BMP in extracellular matrix,"FBN1, NBL1",-1.402022798,-1.765233911,-1.599689339,0.000595858,6.00E-15,0.008737589,0.001951945,4.45E-14,0.042739456
GO:0035583:sequestering of TGFbeta in extracellular matrix,"FBN1, FBN2, LTBP1, NRROS",-1.232915743,-1.641692568,-1.452605362,0.0957969,0.080841287,0.342287714,0.169679198,0.127012492,0.404541616
GO:0035589:G protein-coupled purinergic nucleotide receptor signaling pathway,"GPR171, GPR34, GPR87, P2RY1, P2RY11, P2RY12, P2RY14, P2RY2, P2RY6, PTAFR",-2.324276339,-1.615140653,-1.403059503,0.044934037,0.040327911,0.163242301,0.084201274,0.06696376,0.297729769
GO:0035590:purinergic nucleotide receptor signaling pathway,"ANO6, P2RX1, P2RX2, P2RX3, P2RX4, P2RX5, P2RX6, P2RX7",-0.928169277,-0.639884307,-0.526597678,0.025742807,0.091889798,0.176871774,0.053645946,0.148048324,0.41195338
GO:0035591:signaling adaptor activity,"FCRL2, IRAK2, MAVS, STAT3, ZDHHC11",-0.827962334,-0.775675898,-1.357912648,0.001622429,0.001254945,0.229870932,0.004448221,0.003027857,0.506784351
GO:0035598:N6-threonylcarbomyladenosine methylthiotransferase activity,CDKAL1,0.391587279,0.194323102,0.941776435,0.005763716,0.060917968,0.000114886,0.016469068,0.121624408,0.001254905
GO:0035600:tRNA methylthiolation,CDKAL1,0.391587279,0.194323102,0.941776435,0.005763716,0.060917968,0.000114886,0.016469068,0.121624408,0.001254905
GO:0035602:fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow cell,FGFR2,-1.948111835,-3.278266321,-3.588716993,1.80E-05,8.43E-28,2.84E-06,8.03E-05,1.48E-26,5.40E-05
GO:0035603:fibroblast growth factor receptor signaling pathway involved in hemopoiesis,FGFR2,-1.948111835,-3.278266321,-3.588716993,1.80E-05,8.43E-28,2.84E-06,8.03E-05,1.48E-26,5.40E-05
GO:0035604:fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow,FGFR2,-1.948111835,-3.278266321,-3.588716993,1.80E-05,8.43E-28,2.84E-06,8.03E-05,1.48E-26,5.40E-05
GO:0035605:peptidyl-cysteine S-nitrosylase activity,GAPDH,-0.762258189,-1.162272341,-0.991918373,0.00587007,1.14E-11,0.107382373,0.016741225,6.71E-11,0.315644414
GO:0035606:peptidyl-cysteine S-trans-nitrosylation,"GAPDH, S100A9",-1.757475749,-1.837668113,-0.477044034,0.002935044,5.69E-12,0.494528734,0.008370674,3.36E-11,0.657822207
GO:0035607:fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development,"FGFR1, FGFR2",-1.511927441,-2.305675327,-2.287863676,1.10E-05,4.72E-17,0.013627577,4.99E-05,4.03E-16,0.054326191
GO:0035609:C-terminal protein deglutamylation,FOLH1,-2.45023755,-2.913830393,-3.906836112,4.64E-08,1.57E-31,0.000107121,3.04E-07,3.45E-30,0.00118265
GO:0035612:AP-2 adaptor complex binding,"AAK1, LMBRD1, SIDT2",-0.666380615,-0.26690432,-0.346202603,0.444833796,0.004524562,0.213448351,0.500002139,0.010690011,0.434549981
GO:0035613:RNA stem-loop binding,"ARID5A, RC3H2",-0.408999274,-0.257189218,-0.255924515,0.001031757,0.00136759,0.019084929,0.003305049,0.003581424,0.081010315
GO:0035615:clathrin adaptor activity,AP2B1,0.41249984,0.765322889,1.139664691,0.000879897,3.61E-13,1.64E-07,0.002956117,2.39E-12,4.49E-06
GO:0035621:ER to Golgi ceramide transport,SGPP1,-1.359460743,-1.350749956,-0.761434435,9.17E-14,1.01E-27,0.02528423,1.24E-12,1.78E-26,0.102521075
GO:0035622:intrahepatic bile duct development,"NOTCH2, SOX9",-1.299754834,-1.733224948,-1.331428969,0.002563814,1.03E-06,0.032230559,0.00739854,3.85E-06,0.106430048
GO:0035623:renal glucose absorption,"CTNS, HNF1A, SLC5A1, SLC5A2",-2.687314578,-2.66354415,-0.966145695,0.196190709,0.03952292,0.216961989,0.250007307,0.070825815,0.437597656
GO:0035624:receptor transactivation,"ADRA2A, ADRA2B, ADRA2C",-0.817595813,-0.639564394,-0.97236185,0.020643637,0.496168096,0.405765887,0.045908588,0.598094554,0.639887043
GO:0035627:ceramide transport,"ABCA12, ABCA13, CLN3, VAPA",2.512133154,1.434718308,2.475182751,0.014776314,0.042230262,0.081270317,0.031459755,0.071155619,0.212224315
GO:0035631:CD40 receptor complex,"CD40, HTRA2, IKBKB",-0.616385155,-0.534876294,-0.851984249,1.15E-05,5.89E-10,7.69E-05,5.03E-05,2.96E-09,0.000810648
GO:0035633:maintenance of blood-brain barrier,"CDH5, CLDN1, CLDN12, CLDN3, CLDN5, ESAM, F11R, GJA1, GJB6, ITGB1, JAM2, JAM3, LAMA2, LSR, MFSD2A, OCLN, SLC12A2, SLC1A1, TSPAN12",-1.723263433,-1.628280951,-1.411089528,0.04520008,0.016279718,0.152667661,0.080950806,0.029453181,0.2643027
GO:0035634:response to stilbenoid,"CD36, LY6D",-3.530666646,-4.119669864,-5.4027923,7.31E-08,1.79E-20,0.002107582,4.60E-07,1.93E-19,0.012739687
GO:0035635:entry of bacterium into host cell,SRC,0.602748438,0.45257615,0.46940406,0.002737547,0.000791892,0.181839386,0.008350081,0.00219503,0.467080922
GO:0035640:exploration behavior,"AGTR2, CHL1, COMT, CRHR1, HTR1A, ITGA3, JPH3, KMT2A, LRRTM1",-0.890250616,-0.344404146,0.083870863,0.031421101,0.225252811,0.397400322,0.057790216,0.285025497,0.593144519
GO:0035641:locomotory exploration behavior,"APOE, ATP1A2, DLG4, DPP4, NLGN2, SLC4A10, TNR",-2.101852489,-1.209628156,-1.199170713,0.146995692,0.025923185,0.245654906,0.231919387,0.04970976,0.413345899
GO:0035643:L-DOPA receptor activity,GPR143,-0.922080149,-1.003380429,-1.952778985,0.012464579,0.000141718,0.008815523,0.033045918,0.000433717,0.044402436
GO:0035645:enteric smooth muscle cell differentiation,EDNRB,-2.355666355,-1.631555848,-1.251338015,6.40E-15,2.59E-13,0.019196857,9.86E-14,1.73E-12,0.082517634
GO:0035646:endosome to melanosome transport,"AP3D1, CD63",-0.154075246,-0.031315806,-0.153623256,8.21E-06,2.51E-05,0.031952313,3.74E-05,8.11E-05,0.12198294
GO:0035650:AP-1 adaptor complex binding,SIDT2,-0.883146691,-0.957877885,-0.988721322,1.65E-06,1.29E-17,0.004259965,8.56E-06,1.17E-16,0.024739274
"GO:0035654:clathrin-coated vesicle cargo loading, AP-3-mediated",AP3D1,0.491701286,0.521924548,0.339843792,9.32E-07,1.05E-12,0.041386667,5.04E-06,6.73E-12,0.150232379
GO:0035655:interleukin-18-mediated signaling pathway,"IL18R1, IL18RAP",-2.933325673,-2.066024324,-2.299404596,7.46E-12,4.09E-13,0.005271749,7.73E-11,2.64E-12,0.026038252
GO:0035662:Toll-like receptor 4 binding,S100A9,-2.752693308,-2.513063885,0.037830306,1.79E-08,9.46E-16,0.881675095,1.24E-07,7.58E-15,1
GO:0035663:Toll-like receptor 2 binding,"TLR1, TLR10, TLR6",-1.922949186,-1.501523592,-1.06562739,7.28E-06,2.89E-05,0.236000753,3.29E-05,9.16E-05,0.484211764
GO:0035666:TRIF-dependent toll-like receptor signaling pathway,"CD274, CD300LF, IKBKB, IRF3, TLR4, TLR6",-1.598001496,-0.960153486,-0.767162521,0.131445063,8.26E-07,0.023490971,0.166666682,2.97E-06,0.079354261
GO:0035672:oligopeptide transmembrane transport,CDH17,-3.802290357,-3.870625913,-4.1661005,2.96E-10,2.24E-36,0.001558337,2.60E-09,6.43E-35,0.010843807
GO:0035674:tricarboxylic acid transmembrane transport,SLC13A5,-2.412532161,-2.727000834,-5.667011385,0.00125973,1.53E-08,0.000859181,0.004107507,6.99E-08,0.006619572
GO:0035675:neuromast hair cell development,SLC44A4,-5.44602354,-6.016100871,-7.046829545,1.38E-17,4.89E-89,1.27E-05,2.93E-16,1.59E-86,0.000194654
GO:0035683:memory T cell extravasation,"F11R, ITGAL",-2.126076555,-1.42150261,-1.125964884,4.24E-05,0.000167583,0.115462418,0.000169371,0.000488355,0.304344471
GO:0035686:sperm fibrous sheath,"AKAP3, AKAP4, CABYR, SPA17",0.927226505,1.317398052,1.893271382,0.181864044,0.081485188,0.075612047,0.283724566,0.140519941,0.181566004
GO:0035691:macrophage migration inhibitory factor signaling pathway,CD74,-1.034340389,0.433192934,0.155192572,0.000897081,0.10474336,0.694789175,0.00300683,0.196602659,1
GO:0035692:macrophage migration inhibitory factor receptor complex,"CD44, CD74",-1.408027396,0.728918912,0.073908399,0.000299259,0.034935881,0.829227662,0.001003614,0.065604921,1
GO:0035693:NOS2-CD74 complex,CD74,-1.034340389,0.433192934,0.155192572,0.000897081,0.10474336,0.694789175,0.00300683,0.196602659,1
